0,1,0.5,0
1,2,0.4,0
2,3,0.6,0
3,4,0.8,0
4,5,1.3,0
5,6,1.7,6
6,7,1.6,6
7,8,3.2,6
8,9,5.4,6
9,10,7.1,6
10,11,9.3,10
11,12,10.2,10
12,13,12.4,10
13,14,8.6,10
14,15,9.8,10
15,16,7.9,4
16,17,5.6,4
17,18,6.2,4
18,19,3.5,4
19,20,1.3,4
20,21,0.9,0
21,22,0.7,0
22,23,0.6,0
23,0,0.4,0
